,X,Y,Potter,Weasley,Granger,Trip,Close,Far
1,2.466283844,3.582117983,1,0,0,1,0,0
2,5.508335675,8.29571303,1,0,0,1,0,0
3,6.784480757,11.85139274,1,0,0,1,0,0
4,7.550499406,14.41181229,1,0,0,1,0,0
5,10.40209643,17.21807856,1,0,0,1,0,7
6,12.24283937,21.66761817,1,0,0,1,0,0
7,13.39963579,24.32964481,1,0,0,1,0,0
8,14.71272488,26.59687497,1,0,0,1,0,0
9,15.46236505,28.03318503,1,0,0,1,0,0
10,15.64286437,30.71243141,1,0,0,1,0,0
11,16.70270724,33.11995862,1,0,0,1,0,0
12,16.6488568,33.5306144,1,0,0,1,0,0
13,19.23930086,33.14501304,1,0,0,1,0,0
14,19.21215009,34.70063164,1,0,0,1,0,0
15,21.53630171,35.92092052,1,0,0,1,0,0
16,23.69768756,37.46455486,1,0,0,1,0,0
17,25.24581373,38.91181408,1,0,0,1,0,0
18,25.57932674,38.09899575,1,0,0,1,0,0
19,26.01960243,39.49139746,1,0,0,1,0,0
20,28.29348411,39.85948901,1,0,0,1,0,0
21,28.37370323,42.55739579,1,0,0,1,0,0
22,30.73677216,43.0416742,1,0,0,1,0,0
23,31.12872119,42.83441725,1,0,0,1,0,0
24,31.69600621,42.75142161,1,0,0,1,0,0
25,32.63937037,43.89438164,1,0,0,1,0,0
26,33.65583619,45.35590579,1,0,0,1,0,2
27,34.73571801,45.90884139,1,0,0,1,1,6
28,36.96598142,46.38349699,1,0,0,1,1,17
29,37.31025504,46.11353642,1,0,0,1,5,24
30,38.47733598,46.08702365,1,0,0,1,4,25
31,39.43303654,47.47898948,1,0,0,1,0,7
32,41.4211877,48.89351836,1,0,0,1,0,1
33,40.89105548,48.64000673,1,0,0,1,0,2
34,41.79296499,49.30607715,1,0,0,1,0,0
35,41.67040845,48.2436389,1,0,0,1,0,2
36,43.05945647,49.32039144,1,0,0,1,0,0
37,44.68956452,50.14885816,1,0,0,1,0,0
38,44.97407038,50.68854592,1,0,0,1,0,0
39,47.07447244,52.62025548,1,0,0,1,0,0
40,46.53279464,52.2595483,1,0,0,1,0,0
41,45.73135061,51.58980854,1,0,0,1,0,0
42,45.4108536,51.03857133,1,0,0,1,0,0
43,46.74406476,51.85119387,1,0,0,1,0,0
44,48.37013301,52.79888774,1,0,0,1,0,0
45,48.42782284,53.23106424,1,0,0,1,0,0
46,48.02414214,52.78543944,1,0,0,1,0,0
47,46.62968256,53.47950365,1,0,0,1,0,0
48,47.25170147,54.73064861,1,0,0,1,0,0
49,47.43401986,53.99745685,1,0,0,1,0,0
50,47.54863613,54.48348793,1,0,0,1,0,0
51,46.84715575,54.90633079,1,0,0,1,0,0
52,47.05827887,56.22387469,1,0,0,1,0,0
53,48.33579182,56.09756786,1,0,0,1,0,0
54,48.63215159,56.25217631,1,0,0,1,0,0
55,46.97928839,54.58092206,1,0,0,1,0,0
56,46.38043058,53.58284952,1,0,0,1,0,0
57,45.84033988,52.67520345,1,0,0,1,0,0
58,47.0586878,52.85112546,1,0,0,1,0,0
59,49.30105115,51.23561546,1,0,0,1,0,0
60,48.88581527,50.99530228,1,0,0,1,0,0
61,48.79411253,49.78432673,1,0,0,1,0,0
62,47.38892057,49.54361883,1,0,0,1,0,0
63,46.89790086,49.63483551,1,0,0,1,0,0
64,47.63225552,48.90508041,1,0,0,1,0,0
65,48.0714719,49.13958677,1,0,0,1,0,0
66,47.8205336,47.44167219,1,0,0,1,0,0
67,47.63345376,45.42823395,1,0,0,1,0,2
68,47.97171982,46.22825387,1,0,0,1,0,1
69,49.4546856,46.57239931,1,0,0,1,0,4
70,50.55811825,47.6848431,1,0,0,1,0,1
71,49.4123546,46.49153498,1,0,0,1,0,4
72,48.42572857,47.36161493,1,0,0,1,0,0
73,47.49184364,48.00697747,1,0,0,1,0,0
74,46.01465728,48.71376772,1,0,0,1,0,0
75,45.78359216,48.87988505,1,0,0,1,0,0
76,46.5262549,48.88110251,1,0,0,1,0,0
77,45.73016112,48.12322901,1,0,0,1,0,0
78,44.97326186,49.05156979,1,0,0,1,0,0
79,43.63332991,49.84017257,1,0,0,1,0,0
80,43.87815933,52.0702417,1,0,0,1,0,0
81,45.32113329,53.5681535,1,0,0,1,0,0
82,45.53871659,52.87134694,1,0,0,1,0,0
83,45.45234433,54.00122626,1,0,0,1,0,0
84,46.97615076,53.85207454,1,0,0,1,0,0
85,48.40406847,52.9776681,1,0,0,1,0,0
86,48.53005612,52.98325353,1,0,0,1,0,0
87,48.62733054,52.53345353,1,0,0,1,0,0
88,50.89005325,52.26259133,1,0,0,1,0,0
89,50.3756906,54.05908056,1,0,0,1,0,0
90,51.00674642,55.11459239,1,0,0,1,0,0
91,48.6195566,55.47752975,1,0,0,1,0,0
92,49.13732775,55.67640369,1,0,0,1,0,0
93,48.04951684,53.62540972,1,0,0,1,0,0
94,46.11891683,53.38073578,1,0,0,1,0,0
95,48.05615837,54.05815901,1,0,0,1,0,0
96,49.40041364,53.82524022,1,0,0,1,0,0
97,48.43435845,53.70700726,1,0,0,1,0,0
98,47.86163361,53.40572448,1,0,0,1,0,0
99,49.43336654,52.83110133,1,0,0,1,0,0
100,50.27853037,54.27976142,1,0,0,1,0,0
101,50.41600707,55.2914328,1,0,0,1,0,0
102,50.01668107,56.06337734,1,0,0,1,0,0
103,49.92738395,57.15827675,1,0,0,1,0,0
104,48.05892911,57.69668742,1,0,0,1,0,0
105,48.29572242,57.74728193,1,0,0,1,0,0
106,49.2026033,56.65033206,1,0,0,1,0,0
107,48.40123853,56.21340354,1,0,0,1,0,0
108,47.00046045,56.65773161,1,0,0,1,0,0
109,47.57858028,55.54379875,1,0,0,1,0,0
110,46.90649475,56.73558477,1,0,0,1,0,0
111,47.64959587,56.41196064,1,0,0,1,0,0
112,46.63605513,57.92622432,1,0,0,1,0,0
113,46.57244136,58.97343478,1,0,0,1,0,1
114,47.23319209,59.91231365,1,0,0,1,0,5
115,46.25357912,60.40222061,1,0,0,1,1,4
116,46.86846685,60.86945329,1,0,0,1,2,6
117,45.74044056,60.79448281,1,0,0,1,1,3
118,46.27801463,60.27220717,1,0,0,1,0,4
119,46.83659712,60.63340372,1,0,0,1,2,5
120,46.22766011,62.12242276,1,0,0,1,1,5
121,47.06844188,62.21974409,1,0,0,1,1,10
122,47.31919997,62.37388946,1,0,0,1,1,11
123,47.54327302,61.31808224,1,0,0,1,2,11
124,48.58260269,61.83708085,1,0,0,1,4,22
125,50.42580397,62.18188564,1,0,0,1,7,27
126,51.04104683,63.0271828,1,0,0,1,9,22
127,50.0092301,62.79918175,1,0,0,1,6,25
128,49.8738563,62.80069904,1,0,0,1,5,24
129,49.42030568,61.66247799,1,0,0,1,6,24
130,48.47403283,62.37900156,1,0,0,1,3,21
131,48.67134509,62.11334954,1,0,0,1,6,22
132,47.50457608,63.70593738,1,0,0,1,1,9
133,46.572684,65.03765676,1,0,0,1,0,2
134,46.72575734,64.29731003,1,0,0,1,1,4
135,46.30618421,62.72862437,1,0,0,1,0,6
136,45.38068377,62.45662007,1,0,0,1,0,2
137,47.8806128,62.07687594,1,0,0,1,4,14
138,45.69604565,64.04015068,1,0,0,1,0,2
139,44.78299853,63.88813704,1,0,0,1,0,0
140,44.74488659,63.44781058,1,0,0,1,0,0
141,42.42374614,63.84803099,1,0,0,1,0,0
142,43.71253579,64.46827324,1,0,0,1,0,0
143,45.97180826,63.22282847,1,0,0,1,0,4
144,45.14244761,61.82035931,1,0,0,1,0,2
145,45.63177,61.26387123,1,0,0,1,1,2
146,46.55791212,62.97953863,1,0,0,1,0,7
147,47.39494544,62.64442491,1,0,0,1,1,13
148,47.63566433,61.39695779,1,0,0,1,2,12
149,47.84030816,60.6314436,1,0,0,1,2,12
150,46.95071993,59.8958281,1,0,0,1,0,4
151,49.44349612,60.42336467,1,0,0,1,4,17
152,49.60193468,61.07308702,1,0,0,1,6,22
153,48.44378721,62.03576148,1,0,0,1,4,21
154,47.99168588,61.69630398,1,0,0,1,4,16
155,48.4805267,61.51552674,1,0,0,1,3,19
156,47.34634688,60.07617597,1,0,0,1,0,6
157,46.92304518,62.42644193,1,0,0,1,1,8
158,48.55252489,63.89339583,1,0,0,1,1,13
159,47.37986165,63.10280777,1,0,0,1,2,12
160,45.33831767,64.44968028,1,0,0,1,0,1
161,46.11720311,65.74218979,1,0,0,1,0,2
162,1.632527997,3.248612611,1,0,0,2,0,0
163,4.493603838,5.688776889,1,0,0,2,0,0
164,5.077262979,7.913503325,1,0,0,2,0,0
165,6.826219912,9.631737828,1,0,0,2,0,0
166,10.70213326,11.71764441,1,0,0,2,0,0
167,12.00502244,14.80804177,1,0,0,2,0,0
168,13.74726431,18.16583209,1,0,0,2,0,0
169,16.51886874,21.41876635,1,0,0,2,0,0
170,18.60681893,24.53617981,1,0,0,2,0,0
171,21.28561748,28.81152008,1,0,0,2,0,0
172,23.14288657,29.58795675,1,0,0,2,0,0
173,25.33574782,30.85456007,1,0,0,2,0,0
174,27.14703574,32.31048418,1,0,0,2,0,0
175,28.02598706,35.15055921,1,0,0,2,0,0
176,29.2384109,36.86601907,1,0,0,2,0,0
177,29.00201081,38.26738614,1,0,0,2,0,0
178,30.51466505,37.81839561,1,0,0,2,0,0
179,31.72462954,39.54959608,1,0,0,2,0,0
180,30.62616343,41.05574588,1,0,0,2,0,0
181,29.94686839,43.31862545,1,0,0,2,0,0
182,31.25451602,46.27168025,1,0,0,2,0,0
183,31.23683402,47.52168349,1,0,0,2,0,5
184,33.36032873,49.05259255,1,0,0,2,0,17
185,35.01578012,50.29011962,1,0,0,2,2,9
186,34.56817069,50.79538758,1,0,0,2,2,11
187,36.68023026,51.16525092,1,0,0,2,0,2
188,39.94241132,53.51726338,1,0,0,2,0,0
189,40.59315726,53.57603091,1,0,0,2,0,0
190,41.84842464,53.563284,1,0,0,2,0,0
191,43.27752467,53.84171269,1,0,0,2,0,0
192,44.49446662,55.07468815,1,0,0,2,0,0
193,47.05020992,54.57245157,1,0,0,2,0,0
194,47.88394889,54.87070652,1,0,0,2,0,0
195,49.68690234,56.00754961,1,0,0,2,0,0
196,49.92166665,57.08608047,1,0,0,2,0,0
197,50.64856178,57.76397807,1,0,0,2,0,1
198,49.61831813,59.0996112,1,0,0,2,0,7
199,48.24773362,58.89155477,1,0,0,2,0,3
200,48.71592027,59.70044399,1,0,0,2,0,10
201,48.56222624,59.87610669,1,0,0,2,0,11
202,48.11040687,60.01977261,1,0,0,2,0,10
203,46.56967659,60.98543924,1,0,0,2,2,5
204,46.53329006,60.99047359,1,0,0,2,2,5
205,46.57389632,61.50443953,1,0,0,2,2,6
206,45.98557203,62.18022061,1,0,0,2,0,5
207,47.68879757,62.30728094,1,0,0,2,2,14
208,47.39787553,62.12388535,1,0,0,2,1,11
209,48.69884298,63.26419232,1,0,0,2,3,21
210,48.21245794,64.59809006,1,0,0,2,1,7
211,47.87666585,63.46062969,1,0,0,2,2,12
212,48.49808077,63.75706912,1,0,0,2,2,14
213,48.47020511,64.03214068,1,0,0,2,1,12
214,47.99690328,63.16941139,1,0,0,2,3,14
215,47.58840479,65.6819145,1,0,0,2,1,3
216,48.61222377,64.73889798,1,0,0,2,1,9
217,49.39783631,64.50132344,1,0,0,2,0,16
218,49.42730472,65.47284494,1,0,0,2,1,8
219,51.25783183,66.01336771,1,0,0,2,0,5
220,51.46642239,66.14535789,1,0,0,2,0,4
221,50.32281139,65.59772216,1,0,0,2,1,8
222,51.58275401,65.01923603,1,0,0,2,2,7
223,52.43050641,65.06055449,1,0,0,2,1,5
224,52.56002741,64.62825113,1,0,0,2,1,7
225,53.94504902,64.73772542,1,0,0,2,0,1
226,55.44439926,64.39795444,1,0,0,2,0,0
227,55.91705227,65.34732674,1,0,0,2,0,0
228,57.68661255,66.53585772,1,0,0,2,0,0
229,57.3792083,67.97197071,1,0,0,2,0,0
230,57.63812508,69.28250117,1,0,0,2,0,0
231,57.22824625,69.22032457,1,0,0,2,0,0
232,58.73733382,70.5407428,1,0,0,2,0,0
233,58.60718146,70.25244163,1,0,0,2,0,0
234,55.50321545,69.69905203,1,0,0,2,0,0
235,54.90226308,67.92229611,1,0,0,2,0,0
236,55.6364172,68.6093335,1,0,0,2,0,0
237,54.99717085,68.78905551,1,0,0,2,0,0
238,55.7175546,69.80254216,1,0,0,2,0,0
239,55.39860318,68.16481955,1,0,0,2,0,0
240,54.68320639,68.35444382,1,0,0,2,0,0
241,56.84661653,68.37657847,1,0,0,2,0,0
242,58.763018,67.36236975,1,0,0,2,0,0
243,58.21196858,66.48541711,1,0,0,2,0,0
244,57.21465485,67.54563312,1,0,0,2,0,0
245,56.52780872,66.80805279,1,0,0,2,0,0
246,54.18048535,66.39004905,1,0,0,2,0,0
247,52.6682298,66.00549167,1,0,0,2,0,2
248,52.77323766,66.72570189,1,0,0,2,0,1
249,51.87343027,68.55560792,1,0,0,2,0,1
250,51.84399529,69.5601474,1,0,0,2,0,1
251,50.93889513,69.85080635,1,0,0,2,1,1
252,51.33590673,70.63679483,1,0,0,2,1,1
253,50.62101035,71.98414675,1,0,0,2,0,2
254,50.3965704,72.58167057,1,0,0,2,0,2
255,51.20871093,71.98875478,1,0,0,2,0,1
256,51.44896586,73.60701225,1,0,0,2,0,0
257,50.64710396,73.14249959,1,0,0,2,0,0
258,51.02579615,73.44746003,1,0,0,2,0,0
259,51.25824125,71.89801424,1,0,0,2,0,1
260,50.74751718,71.53277931,1,0,0,2,0,2
261,50.40851559,70.53724998,1,0,0,2,1,2
262,50.85508691,70.94003326,1,0,0,2,1,2
263,49.57934345,70.55018682,1,0,0,2,0,3
264,49.71475463,69.95977687,1,0,0,2,0,3
265,49.05385513,70.78689914,1,0,0,2,1,4
266,48.11678916,70.69083467,1,0,0,2,2,8
267,48.14364561,70.08321937,1,0,0,2,0,4
268,46.35362027,70.84333914,1,0,0,2,2,16
269,46.45799421,72.23730366,1,0,0,2,3,21
270,46.87120472,72.69069081,1,0,0,2,4,20
271,46.27214094,72.79232026,1,0,0,2,2,22
272,45.59630386,73.24796934,1,0,0,2,3,22
273,46.16299149,73.14928654,1,0,0,2,2,21
274,45.50730095,72.68052613,1,0,0,2,4,25
275,45.87727306,72.94350621,1,0,0,2,3,23
276,46.94723554,72.63037587,1,0,0,2,4,20
277,44.6447569,71.24920524,1,0,0,2,4,19
278,43.68889383,69.52167078,1,0,0,2,0,8
279,43.26366412,70.02672882,1,0,0,2,2,8
280,42.95470631,67.93288732,1,0,0,2,0,2
281,42.03227771,68.03658219,1,0,0,2,0,2
282,42.83017275,66.63530005,1,0,0,2,0,0
283,43.14634999,65.78268538,1,0,0,2,0,0
284,42.538807,66.04955025,1,0,0,2,0,0
285,41.26160792,65.90319376,1,0,0,2,0,0
286,41.10333963,64.83359325,1,0,0,2,0,0
287,42.30344384,64.19214073,1,0,0,2,0,0
288,40.72255083,63.53297667,1,0,0,2,0,0
289,40.72663536,63.41489634,1,0,0,2,0,0
290,41.03180164,63.61421554,1,0,0,2,0,0
291,41.20051162,63.88226657,1,0,0,2,0,0
292,39.83670624,62.77749633,1,0,0,2,0,0
293,38.2543216,63.10354043,1,0,0,2,0,4
294,38.51895907,64.3198322,1,0,0,2,0,1
295,38.12727934,64.78804196,1,0,0,2,0,1
296,38.95992903,64.39021141,1,0,0,2,0,1
297,40.21297054,65.01558776,1,0,0,2,0,0
298,41.00676551,63.99240165,1,0,0,2,0,0
299,41.76456862,64.73795373,1,0,0,2,0,0
300,40.73442075,64.61330442,1,0,0,2,0,0
301,38.57053005,64.74337895,1,0,0,2,0,1
302,39.39218212,65.12197002,1,0,0,2,0,0
303,39.28951288,64.99706652,1,0,0,2,0,0
304,37.50354306,65.06914416,1,0,0,2,0,1
305,37.44198776,65.5048006,1,0,0,2,0,0
306,37.64031193,65.32818778,1,0,0,2,0,0
307,36.92807379,64.22408805,1,0,0,2,0,6
308,37.29287226,63.350212,1,0,0,2,1,9
309,37.07654518,61.96110347,1,0,0,2,4,17
310,38.87176241,61.08957908,1,0,0,2,0,7
311,37.57319612,61.77251543,1,0,0,2,2,18
